,Track_id,Title,Artist_id,Artists,Album,Album Release Date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,3tgZ9vmhuAY9wEoNUJskzV,Timber (feat. Ke$ha),0TnOYISbd1XYRBk9myaseg,"Pitbull, Kesha",Global Warming: Meltdown (Deluxe Version),2012,0.589,0.966,11,-4.106,1,0.0972,0.03,0.0,0.147,0.802,129.983,audio_features,3tgZ9vmhuAY9wEoNUJskzV,spotify:track:3tgZ9vmhuAY9wEoNUJskzV,https://api.spotify.com/v1/tracks/3tgZ9vmhuAY9wEoNUJskzV,https://api.spotify.com/v1/audio-analysis/3tgZ9vmhuAY9wEoNUJskzV,204200,4
1,2EBCVPNAG46nbgs6jXPGvv,Starships,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),2012-01-01,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,audio_features,2EBCVPNAG46nbgs6jXPGvv,spotify:track:2EBCVPNAG46nbgs6jXPGvv,https://api.spotify.com/v1/tracks/2EBCVPNAG46nbgs6jXPGvv,https://api.spotify.com/v1/audio-analysis/2EBCVPNAG46nbgs6jXPGvv,210627,4
2,6pGUGTIaZ1H4jKHIL4Fged,Wild Strawberries,6n28c9qs9hNGriNa72b26u,PNAU,PNAU (Tour Edition),2009-01-01,0.647,0.933,7,-4.056,1,0.111,0.000351,0.00277,0.334,0.332,119.921,audio_features,6pGUGTIaZ1H4jKHIL4Fged,spotify:track:6pGUGTIaZ1H4jKHIL4Fged,https://api.spotify.com/v1/tracks/6pGUGTIaZ1H4jKHIL4Fged,https://api.spotify.com/v1/audio-analysis/6pGUGTIaZ1H4jKHIL4Fged,235107,4
3,09TcIuH1ZO7i4vicWKoaN2,Papaoutai,5j4HeCoUlzhfWtjAfM1acR,Stromae,racine carrée,2013-01-01,0.733,0.818,10,-7.222,0,0.0859,0.0241,0.0,0.0636,0.253,116.019,audio_features,09TcIuH1ZO7i4vicWKoaN2,spotify:track:09TcIuH1ZO7i4vicWKoaN2,https://api.spotify.com/v1/tracks/09TcIuH1ZO7i4vicWKoaN2,https://api.spotify.com/v1/audio-analysis/09TcIuH1ZO7i4vicWKoaN2,232147,4
4,1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,0NKDgy9j66h3DLnN8qu1bB,"Eurythmics, Annie Lennox, Dave Stewart",Sweet Dreams (Are Made Of This),1983-01-04,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,audio_features,1TfqLAPs4K3s2rJMoCokcS,spotify:track:1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,216933,4
5,3w2GGz0HjIu9OcWXINRFJR,Rock and Roll - 1990 Remaster,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,Led Zeppelin IV,1971-11-08,0.327,0.895,9,-7.428,1,0.0367,0.000564,0.0159,0.104,0.898,169.39,audio_features,3w2GGz0HjIu9OcWXINRFJR,spotify:track:3w2GGz0HjIu9OcWXINRFJR,https://api.spotify.com/v1/tracks/3w2GGz0HjIu9OcWXINRFJR,https://api.spotify.com/v1/audio-analysis/3w2GGz0HjIu9OcWXINRFJR,219800,4
6,4X4tgBEUiT6WqB2oTJ5ynH,Talk Dirty (feat. 2 Chainz),07YZf4WDAMNwqr4jfgOZ8y,"Jason Derulo, 2 Chainz",Tattoos (Special Edition),2013-09-10,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,audio_features,4X4tgBEUiT6WqB2oTJ5ynH,spotify:track:4X4tgBEUiT6WqB2oTJ5ynH,https://api.spotify.com/v1/tracks/4X4tgBEUiT6WqB2oTJ5ynH,https://api.spotify.com/v1/audio-analysis/4X4tgBEUiT6WqB2oTJ5ynH,177685,4
7,36pLU2ywVeBKEF0rrKtmCB,La La La,1bT7m67vi78r2oqvxrP3X5,"Naughty Boy, Sam Smith",Hotel Cabana (Deluxe Version),2014-01-01,0.772,0.65,6,-5.202,0,0.0306,0.107,1.13e-06,0.0905,0.262,125.082,audio_features,36pLU2ywVeBKEF0rrKtmCB,spotify:track:36pLU2ywVeBKEF0rrKtmCB,https://api.spotify.com/v1/tracks/36pLU2ywVeBKEF0rrKtmCB,https://api.spotify.com/v1/audio-analysis/36pLU2ywVeBKEF0rrKtmCB,222200,4
8,0BBZuOGGBj9u4X3rAfmae8,Play Hard (feat. Ne-Yo & Akon),1Cs0zKBU1kc0i8ypK3B9ai,"David Guetta, Ne-Yo, Akon",Nothing but the Beat Ultimate,2011-08-24,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,audio_features,0BBZuOGGBj9u4X3rAfmae8,spotify:track:0BBZuOGGBj9u4X3rAfmae8,https://api.spotify.com/v1/tracks/0BBZuOGGBj9u4X3rAfmae8,https://api.spotify.com/v1/audio-analysis/0BBZuOGGBj9u4X3rAfmae8,201000,4
9,1obZSxOoO12yWkwY1kY72N,Feel This Moment (feat. Christina Aguilera),0TnOYISbd1XYRBk9myaseg,"Pitbull, Christina Aguilera",Global Warming: Meltdown (Deluxe Version),2012,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,audio_features,1obZSxOoO12yWkwY1kY72N,spotify:track:1obZSxOoO12yWkwY1kY72N,https://api.spotify.com/v1/tracks/1obZSxOoO12yWkwY1kY72N,https://api.spotify.com/v1/audio-analysis/1obZSxOoO12yWkwY1kY72N,229507,4
10,1a1r5s7ivXUVQQrIvo5VSs,Love Me Again,34v5MVKeQnIo0CWYMbbrPf,John Newman,Tribute,2013-01-01,0.5,0.892,2,-4.714,0,0.0433,0.00445,0.000422,0.0969,0.233,126.019,audio_features,1a1r5s7ivXUVQQrIvo5VSs,spotify:track:1a1r5s7ivXUVQQrIvo5VSs,https://api.spotify.com/v1/tracks/1a1r5s7ivXUVQQrIvo5VSs,https://api.spotify.com/v1/audio-analysis/1a1r5s7ivXUVQQrIvo5VSs,239894,4
11,1mz9ZrRYu3EPVg9ZHFtjjf,A Little Party Never Killed Nobody (All We Got),3r17AfJCCUqC9Lf0OAc73G,"Fergie, Q-Tip, GoonRock",Music From Baz Luhrmann's Film The Great Gatsby (Deluxe Edition),2013-01-01,0.763,0.653,5,-5.05,0,0.149,0.00876,5.46e-06,0.0854,0.477,130.025,audio_features,1mz9ZrRYu3EPVg9ZHFtjjf,spotify:track:1mz9ZrRYu3EPVg9ZHFtjjf,https://api.spotify.com/v1/tracks/1mz9ZrRYu3EPVg9ZHFtjjf,https://api.spotify.com/v1/audio-analysis/1mz9ZrRYu3EPVg9ZHFtjjf,240907,4
12,1gYMxXXGANfGIGXDFf9Czv,We Found Love,5pKCCKE2ajJHZ9KAiaK11H,"Rihanna, Calvin Harris",Talk That Talk,2011-11-18,0.75,0.756,1,-4.45,1,0.0426,0.0187,0.00125,0.196,0.6,127.992,audio_features,1gYMxXXGANfGIGXDFf9Czv,spotify:track:1gYMxXXGANfGIGXDFf9Czv,https://api.spotify.com/v1/tracks/1gYMxXXGANfGIGXDFf9Czv,https://api.spotify.com/v1/audio-analysis/1gYMxXXGANfGIGXDFf9Czv,215227,4
13,0sooJd5WbNnnz5k6yO7FIQ,Pompeii,7EQ0qTo7fWT7DPxmxtSYEc,Bastille,All This Bad Blood,2013-01-01,0.682,0.714,9,-6.306,1,0.0399,0.074,0.0,0.278,0.581,127.443,audio_features,0sooJd5WbNnnz5k6yO7FIQ,spotify:track:0sooJd5WbNnnz5k6yO7FIQ,https://api.spotify.com/v1/tracks/0sooJd5WbNnnz5k6yO7FIQ,https://api.spotify.com/v1/audio-analysis/0sooJd5WbNnnz5k6yO7FIQ,214148,4
14,6mnjcTmK8TewHfyOp3fC9C,Die Young,6LqNN22kT3074XbTVUrhzX,Kesha,Warrior (Deluxe Version),2012-11-30,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,audio_features,6mnjcTmK8TewHfyOp3fC9C,spotify:track:6mnjcTmK8TewHfyOp3fC9C,https://api.spotify.com/v1/tracks/6mnjcTmK8TewHfyOp3fC9C,https://api.spotify.com/v1/audio-analysis/6mnjcTmK8TewHfyOp3fC9C,211920,4
15,0wJJhRgdHhT93Z3iWdMB0T,Hymn,6LqNN22kT3074XbTVUrhzX,Kesha,Hymn,2017-08-03,0.488,0.538,6,-4.974,1,0.076,0.147,0.0,0.305,0.38,67.037,audio_features,0wJJhRgdHhT93Z3iWdMB0T,spotify:track:0wJJhRgdHhT93Z3iWdMB0T,https://api.spotify.com/v1/tracks/0wJJhRgdHhT93Z3iWdMB0T,https://api.spotify.com/v1/audio-analysis/0wJJhRgdHhT93Z3iWdMB0T,205600,4
16,2GgxS8bUT5G25QJTsfSv0R,Burn,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,Halcyon Days,2014-01-01,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016,audio_features,2GgxS8bUT5G25QJTsfSv0R,spotify:track:2GgxS8bUT5G25QJTsfSv0R,https://api.spotify.com/v1/tracks/2GgxS8bUT5G25QJTsfSv0R,https://api.spotify.com/v1/audio-analysis/2GgxS8bUT5G25QJTsfSv0R,231212,4
17,28GieRAflAHypFfEimSaxa,Animals - Extended,60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,Animals (Extended),2013-01-01,0.673,0.853,1,-6.451,1,0.038,0.00171,0.724,0.39,0.0382,128.015,audio_features,28GieRAflAHypFfEimSaxa,spotify:track:28GieRAflAHypFfEimSaxa,https://api.spotify.com/v1/tracks/28GieRAflAHypFfEimSaxa,https://api.spotify.com/v1/audio-analysis/28GieRAflAHypFfEimSaxa,303827,4
18,6BnONjR7itGMEqwxKTIlRM,Safe And Sound,4gwpcMTbLWtBUlOijbVpuu,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),2013,0.653,0.822,0,-4.857,1,0.033,0.00021,0.0047,0.0838,0.762,117.949,audio_features,6BnONjR7itGMEqwxKTIlRM,spotify:track:6BnONjR7itGMEqwxKTIlRM,https://api.spotify.com/v1/tracks/6BnONjR7itGMEqwxKTIlRM,https://api.spotify.com/v1/audio-analysis/6BnONjR7itGMEqwxKTIlRM,192790,5
19,0JhKJg5ejeQ8jq89UQtnw8,Levels - Radio Edit,1vCWHaC5f2uS3yhpwWbIA6,Avicii,Levels,2011-10-28,0.62,0.881,1,-5.851,0,0.0372,0.0585,0.714,0.311,0.415,126.035,audio_features,0JhKJg5ejeQ8jq89UQtnw8,spotify:track:0JhKJg5ejeQ8jq89UQtnw8,https://api.spotify.com/v1/tracks/0JhKJg5ejeQ8jq89UQtnw8,https://api.spotify.com/v1/audio-analysis/0JhKJg5ejeQ8jq89UQtnw8,199904,4
20,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),1Cs0zKBU1kc0i8ypK3B9ai,"David Guetta, Sia",Nothing but the Beat (Ultimate Edition),2012-12-07,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,audio_features,0TDLuuLlV54CkRRUOahJb4,spotify:track:0TDLuuLlV54CkRRUOahJb4,https://api.spotify.com/v1/tracks/0TDLuuLlV54CkRRUOahJb4,https://api.spotify.com/v1/audio-analysis/0TDLuuLlV54CkRRUOahJb4,245040,4
21,5HuqzFfq2ulY1iBAW5CxLe,Rather Be (feat. Jess Glynne),6MDME20pz9RveH9rEXvrOM,"Clean Bandit, Jess Glynne",I Cry When I Laugh,2015,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,audio_features,5HuqzFfq2ulY1iBAW5CxLe,spotify:track:5HuqzFfq2ulY1iBAW5CxLe,https://api.spotify.com/v1/tracks/5HuqzFfq2ulY1iBAW5CxLe,https://api.spotify.com/v1/audio-analysis/5HuqzFfq2ulY1iBAW5CxLe,227833,4
22,4jay2G7QI61dlPd8qKy5BP,Hey Now (feat. Kyle) - Single Mix,1bj5GrcLom5gZFF5t949Xl,"Martin Solveig, The Cataracs, KYLE",Hey Now (feat. Kyle),2013-05-31,0.712,0.957,0,-1.923,1,0.0793,0.00552,1.77e-06,0.103,0.703,128.039,audio_features,4jay2G7QI61dlPd8qKy5BP,spotify:track:4jay2G7QI61dlPd8qKy5BP,https://api.spotify.com/v1/tracks/4jay2G7QI61dlPd8qKy5BP,https://api.spotify.com/v1/audio-analysis/4jay2G7QI61dlPd8qKy5BP,187507,4
23,5GjnIpUlLGEIYk052ISOw9,This Is What It Feels Like,0SfsnGyD8FpIN4U4WCkBZ5,"Armin van Buuren, Trevor Guthrie",Intense,2013-05-03,0.551,0.833,8,-5.217,1,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,audio_features,5GjnIpUlLGEIYk052ISOw9,spotify:track:5GjnIpUlLGEIYk052ISOw9,https://api.spotify.com/v1/tracks/5GjnIpUlLGEIYk052ISOw9,https://api.spotify.com/v1/audio-analysis/5GjnIpUlLGEIYk052ISOw9,204360,5
24,55h7vJchibLdUkxdlX3fK7,Treasure,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,Unorthodox Jukebox,2012-12-07,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,audio_features,55h7vJchibLdUkxdlX3fK7,spotify:track:55h7vJchibLdUkxdlX3fK7,https://api.spotify.com/v1/tracks/55h7vJchibLdUkxdlX3fK7,https://api.spotify.com/v1/audio-analysis/55h7vJchibLdUkxdlX3fK7,178560,4
25,1mATmqAUKqG57iWjGE1nRa,I Need Your Love,7CajNmpbOovFoOoasH2HaY,"Calvin Harris, Ellie Goulding",Halcyon,2012-01-01,0.692,0.865,8,-4.939,1,0.0548,0.385,0.0,0.106,0.62,124.987,audio_features,1mATmqAUKqG57iWjGE1nRa,spotify:track:1mATmqAUKqG57iWjGE1nRa,https://api.spotify.com/v1/tracks/1mATmqAUKqG57iWjGE1nRa,https://api.spotify.com/v1/audio-analysis/1mATmqAUKqG57iWjGE1nRa,234809,4
26,4ot2lykiAQeZC1GAnNQNJ4,The Other Side,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,Tattoos (Special Edition),2013-09-10,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,audio_features,4ot2lykiAQeZC1GAnNQNJ4,spotify:track:4ot2lykiAQeZC1GAnNQNJ4,https://api.spotify.com/v1/tracks/4ot2lykiAQeZC1GAnNQNJ4,https://api.spotify.com/v1/audio-analysis/4ot2lykiAQeZC1GAnNQNJ4,226987,4
27,15iosIuxC3C53BgsM5Uggs,All Night,1VBflYyxBhnDc9uVib98rw,Icona Pop,THIS IS... ICONA POP,2013-08-27,0.6,0.905,1,-3.41,0,0.0357,0.00274,0.0,0.831,0.636,124.032,audio_features,15iosIuxC3C53BgsM5Uggs,spotify:track:15iosIuxC3C53BgsM5Uggs,https://api.spotify.com/v1/tracks/15iosIuxC3C53BgsM5Uggs,https://api.spotify.com/v1/audio-analysis/15iosIuxC3C53BgsM5Uggs,187027,4
28,3GpbwCm3YxiWDvy29Uo3vP,Right Round,0jnsk9HBra6NMjO2oANoPY,Flo Rida,R.O.O.T.S. (Route of Overcoming the Struggle),2009-03-30,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,audio_features,3GpbwCm3YxiWDvy29Uo3vP,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,https://api.spotify.com/v1/tracks/3GpbwCm3YxiWDvy29Uo3vP,https://api.spotify.com/v1/audio-analysis/3GpbwCm3YxiWDvy29Uo3vP,204640,4
29,3yvZ1VUso9Xi7EvIyLaj4o,Royals,163tK9Wjr9P9DmM0AVK7lm,Lorde,Pure Heroine,2013-01-01,0.636,0.436,7,-9.524,1,0.139,0.112,0.0,0.135,0.331,84.804,audio_features,3yvZ1VUso9Xi7EvIyLaj4o,spotify:track:3yvZ1VUso9Xi7EvIyLaj4o,https://api.spotify.com/v1/tracks/3yvZ1VUso9Xi7EvIyLaj4o,https://api.spotify.com/v1/audio-analysis/3yvZ1VUso9Xi7EvIyLaj4o,190185,4
30,1Ozm60BmF5AUjqVSb9FJRC,Danza Kuduro,5bv5RplEOwdCvhq0EILh9E,"Lucenzo, Don Omar",Emigrante Del Mundo,2011-01-01,0.696,0.896,0,-6.049,1,0.109,0.0834,0.0,0.038,0.887,130.091,audio_features,1Ozm60BmF5AUjqVSb9FJRC,spotify:track:1Ozm60BmF5AUjqVSb9FJRC,https://api.spotify.com/v1/tracks/1Ozm60BmF5AUjqVSb9FJRC,https://api.spotify.com/v1/audio-analysis/1Ozm60BmF5AUjqVSb9FJRC,199333,4
31,1a5XzsdDDWR7HMwvmXtNlB,She Makes Me Go - Radio Edit,7hQmAXAzWI6D350VTgkKTG,"Arash, Sean Paul",She Makes Me Go,2013-01-01,0.705,0.897,2,-2.988,0,0.035,0.0783,3.24e-06,0.202,0.534,133.013,audio_features,1a5XzsdDDWR7HMwvmXtNlB,spotify:track:1a5XzsdDDWR7HMwvmXtNlB,https://api.spotify.com/v1/tracks/1a5XzsdDDWR7HMwvmXtNlB,https://api.spotify.com/v1/audio-analysis/1a5XzsdDDWR7HMwvmXtNlB,178280,4
32,6xCNYRfzZtoQRo1xruPmNq,Problem,66CXWjxzNUsdJxJ2JdwvnR,"Ariana Grande, Iggy Azalea",My Everything (Deluxe),2014-08-22,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.009,audio_features,6xCNYRfzZtoQRo1xruPmNq,spotify:track:6xCNYRfzZtoQRo1xruPmNq,https://api.spotify.com/v1/tracks/6xCNYRfzZtoQRo1xruPmNq,https://api.spotify.com/v1/audio-analysis/6xCNYRfzZtoQRo1xruPmNq,193920,4
33,2Zj4FUsMtu9PMuJsHbGbdv,Applause,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,ARTPOP,2013-01-01,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,audio_features,2Zj4FUsMtu9PMuJsHbGbdv,spotify:track:2Zj4FUsMtu9PMuJsHbGbdv,https://api.spotify.com/v1/tracks/2Zj4FUsMtu9PMuJsHbGbdv,https://api.spotify.com/v1/audio-analysis/2Zj4FUsMtu9PMuJsHbGbdv,212333,4
34,24LS4lQShWyixJ0ZrJXfJ5,Sweet Nothing (feat. Florence Welch),7CajNmpbOovFoOoasH2HaY,"Calvin Harris, Florence Welch",18 Months,2012-10-29,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,audio_features,24LS4lQShWyixJ0ZrJXfJ5,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,https://api.spotify.com/v1/tracks/24LS4lQShWyixJ0ZrJXfJ5,https://api.spotify.com/v1/audio-analysis/24LS4lQShWyixJ0ZrJXfJ5,212560,4
35,3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,Unorthodox Jukebox,2012-12-07,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,audio_features,3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,233478,4
36,1SgdUjvppHnIp6L7DZSnwc,She Wolf (Falling to Pieces) [feat. Sia],1Cs0zKBU1kc0i8ypK3B9ai,"David Guetta, Sia",Nothing but the Beat (Ultimate Edition),2012-12-07,0.492,0.857,7,-2.634,1,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,audio_features,1SgdUjvppHnIp6L7DZSnwc,spotify:track:1SgdUjvppHnIp6L7DZSnwc,https://api.spotify.com/v1/tracks/1SgdUjvppHnIp6L7DZSnwc,https://api.spotify.com/v1/audio-analysis/1SgdUjvppHnIp6L7DZSnwc,222500,4
37,1rhXXcrYp9RRObN5gsmqCU,I Love It (feat. Charli XCX),1VBflYyxBhnDc9uVib98rw,"Icona Pop, Charli XCX",THIS IS... ICONA POP,2013-08-27,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,audio_features,1rhXXcrYp9RRObN5gsmqCU,spotify:track:1rhXXcrYp9RRObN5gsmqCU,https://api.spotify.com/v1/tracks/1rhXXcrYp9RRObN5gsmqCU,https://api.spotify.com/v1/audio-analysis/1rhXXcrYp9RRObN5gsmqCU,157153,4
38,3raIDwS1IWxjBq48cE4E8h,Troublemaker (feat. Flo Rida),3whuHq0yGx60atvA2RCVRW,"Olly Murs, Flo Rida",Right Place Right Time (Special Edition),2012,0.762,0.863,0,-3.689,0,0.0565,0.015,0.0,0.125,0.965,106.008,audio_features,3raIDwS1IWxjBq48cE4E8h,spotify:track:3raIDwS1IWxjBq48cE4E8h,https://api.spotify.com/v1/tracks/3raIDwS1IWxjBq48cE4E8h,https://api.spotify.com/v1/audio-analysis/3raIDwS1IWxjBq48cE4E8h,185587,4
39,1PKnaWkakd5CBjNv8NyaSK,Gangnam Style,2dd5mrQZvg6SmahdgVKDzh,PSY,Gangnam Style,2012-01-01,0.725,0.937,11,-2.881,0,0.278,0.00425,0.0,0.0914,0.758,132.084,audio_features,1PKnaWkakd5CBjNv8NyaSK,spotify:track:1PKnaWkakd5CBjNv8NyaSK,https://api.spotify.com/v1/tracks/1PKnaWkakd5CBjNv8NyaSK,https://api.spotify.com/v1/audio-analysis/1PKnaWkakd5CBjNv8NyaSK,219493,4
40,7DFNE7NO0raLIUbgzY2rzm,Let Her Go,0gadJ2b9A4SKsB1RFkBb66,Passenger,All The Little Lights,2012-11-05,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,audio_features,7DFNE7NO0raLIUbgzY2rzm,spotify:track:7DFNE7NO0raLIUbgzY2rzm,https://api.spotify.com/v1/tracks/7DFNE7NO0raLIUbgzY2rzm,https://api.spotify.com/v1/audio-analysis/7DFNE7NO0raLIUbgzY2rzm,252867,4
41,3gNNXc7GUgKRPR15W77eDR,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],2TwepUY7feaTuipStcyzLZ,"Asaf Avidan & the Mojos, Wankelmut",One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],2012-06-04,0.821,0.676,3,-6.366,0,0.0547,0.187,0.0001,0.0904,0.559,119.012,audio_features,3gNNXc7GUgKRPR15W77eDR,spotify:track:3gNNXc7GUgKRPR15W77eDR,https://api.spotify.com/v1/tracks/3gNNXc7GUgKRPR15W77eDR,https://api.spotify.com/v1/audio-analysis/3gNNXc7GUgKRPR15W77eDR,213187,4
42,1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,7CajNmpbOovFoOoasH2HaY,Calvin Harris,18 Months,2012-10-29,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,audio_features,1gihuPhrLraKYrJMAEONyc,spotify:track:1gihuPhrLraKYrJMAEONyc,https://api.spotify.com/v1/tracks/1gihuPhrLraKYrJMAEONyc,https://api.spotify.com/v1/audio-analysis/1gihuPhrLraKYrJMAEONyc,206413,4
43,6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,Native,2014-01-01,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,audio_features,6sy3LkhNFjJWlaeSMNwQ62,spotify:track:6sy3LkhNFjJWlaeSMNwQ62,https://api.spotify.com/v1/tracks/6sy3LkhNFjJWlaeSMNwQ62,https://api.spotify.com/v1/audio-analysis/6sy3LkhNFjJWlaeSMNwQ62,257840,4
44,4W9KBjqf2lyUF6MdX0vsJm,Get Up (Rattle) - Vocal Edit,1pbHrVayIcVpHI9z97u4bK,"Bingo Players, Far East Movement",Get Up (Rattle),2013-01-14,0.801,0.985,7,-2.69,1,0.0645,0.0205,6.86e-06,0.296,0.722,127.99,audio_features,4W9KBjqf2lyUF6MdX0vsJm,spotify:track:4W9KBjqf2lyUF6MdX0vsJm,https://api.spotify.com/v1/tracks/4W9KBjqf2lyUF6MdX0vsJm,https://api.spotify.com/v1/audio-analysis/4W9KBjqf2lyUF6MdX0vsJm,166933,4
45,0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,Unorthodox Jukebox,2012-12-07,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,audio_features,0nJW01T7XtvILxQgC5J7Wh,spotify:track:0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh,213827,4
46,2Qu4snHWjiF1bIIggf3R8i,Crazy Kids,6LqNN22kT3074XbTVUrhzX,Kesha,Warrior (Deluxe Version),2012-11-30,0.742,0.706,0,-4.6,0,0.0433,0.0141,0.00568,0.133,0.478,128.03,audio_features,2Qu4snHWjiF1bIIggf3R8i,spotify:track:2Qu4snHWjiF1bIIggf3R8i,https://api.spotify.com/v1/tracks/2Qu4snHWjiF1bIIggf3R8i,https://api.spotify.com/v1/audio-analysis/2Qu4snHWjiF1bIIggf3R8i,230747,4
47,6hp3KubrbcERP2g8ude9jR,Bella Vita - DJ Antoine vs. Mad Mark 2K13 Radio Edit,6yTYR09WCvsgdnurDW4WQo,DJ Antoine,Sky Is the Limit,2013-01-25,0.722,0.844,10,-5.015,1,0.16,0.0138,0.0,0.166,0.563,125.038,audio_features,6hp3KubrbcERP2g8ude9jR,spotify:track:6hp3KubrbcERP2g8ude9jR,https://api.spotify.com/v1/tracks/6hp3KubrbcERP2g8ude9jR,https://api.spotify.com/v1/audio-analysis/6hp3KubrbcERP2g8ude9jR,203820,4
48,5yVIlYEHZxQVLyInCdldoS,Impossible,4IWBUUAFIplrNtaOHcJPRM,James Arthur,James Arthur (Deluxe),2013-11-04,0.376,0.695,0,-4.782,0,0.0933,0.135,0.0,0.11,0.302,169.533,audio_features,5yVIlYEHZxQVLyInCdldoS,spotify:track:5yVIlYEHZxQVLyInCdldoS,https://api.spotify.com/v1/tracks/5yVIlYEHZxQVLyInCdldoS,https://api.spotify.com/v1/audio-analysis/5yVIlYEHZxQVLyInCdldoS,209440,4
49,5la4dy8Tc1M6X6BanOHZ2H,Trumpsta - Djuro Remix,1TlTz1l8LzQ7AiXjBO77Ep,"Contiez, Djuro, Treyy G",Safari Weapons 7,2012-10-22,0.958,0.539,1,-7.597,1,0.254,0.000723,0.744,0.134,0.211,128.0,audio_features,5la4dy8Tc1M6X6BanOHZ2H,spotify:track:5la4dy8Tc1M6X6BanOHZ2H,https://api.spotify.com/v1/tracks/5la4dy8Tc1M6X6BanOHZ2H,https://api.spotify.com/v1/audio-analysis/5la4dy8Tc1M6X6BanOHZ2H,258750,4
50,0ZAqidNny4qh1RwM6LjOir,Dear Darlin',3whuHq0yGx60atvA2RCVRW,Olly Murs,Right Place Right Time (Special Edition),2012,0.514,0.828,11,-4.672,0,0.0454,0.00626,8.73e-06,0.119,0.34,124.008,audio_features,0ZAqidNny4qh1RwM6LjOir,spotify:track:0ZAqidNny4qh1RwM6LjOir,https://api.spotify.com/v1/tracks/0ZAqidNny4qh1RwM6LjOir,https://api.spotify.com/v1/audio-analysis/0ZAqidNny4qh1RwM6LjOir,206373,4
